online class +,online merch dept +,online subclass +,online upc +,internet sku name +,oms id +,online merch dept nbr +,online classification +,online disposition,online ship from type +,online ship lead days
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580207,"1800 Watt 60 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778947,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477459485,"1800 Watt 60 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778947,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580089,"1800 Watt 15 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778949,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477459201,"1800 Watt 15 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778949,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580089,"1800 Watt 15 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778949,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477459201,"1800 Watt 15 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778949,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580089,"1800 Watt 15 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778949,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477459201,"1800 Watt 15 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778949,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477459225,"1800 Watt 30 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778951,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580224,"1800 Watt 30 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778951,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580224,"1800 Watt 30 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778951,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477459225,"1800 Watt 30 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778951,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477459225,"1800 Watt 30 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778951,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580224,"1800 Watt 30 Minute Decora Preset Single Pole/3 Way Countdown Timer  Neutral Wire Required , White/Ivory/Light Almond",301778951,27E,Online only,Ecomm Only,YOW,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002457312,2 Gang Clear Wall Plate Plastic Shield   1 Pack  12796,301792133,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477852453,2 Gang Clear Wall Plate Plastic Shield   1 Pack  12796,301792133,27E,Online only,Ecomm Only,CHUB_OMS,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-011-TELEPHONE ACCESSORIES,-1002458058,"QuickPort Floor Jack Assembly, Brass 41652",301795962,27L,Online only,Ecomm Only,CHUB_OMS,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-011-TELEPHONE ACCESSORIES,078477865088,"QuickPort Floor Jack Assembly, Brass 41652",301795962,27L,Online only,Ecomm Only,CHUB_OMS,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-011-TELEPHONE ACCESSORIES,078477865064,"QuickPort 6P6C Floor Jack Assembly, Brass 41652 6",301797325,27L,Online only,Ecomm Only,CHUB_OMS,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-011-TELEPHONE ACCESSORIES,-1002458163,"QuickPort 6P6C Floor Jack Assembly, Brass 41652 6",301797325,27L,Online only,Ecomm Only,CHUB_OMS,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-011-TELEPHONE ACCESSORIES,078477865071,"QuickPort 6P6C   F Connector QuickPort Floor Jack Assembly, Brass 41652 6F",301797544,27L,Online only,Ecomm Only,CHUB_OMS,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-011-TELEPHONE ACCESSORIES,-1002458208,"QuickPort 6P6C   F Connector QuickPort Floor Jack Assembly, Brass 41652 6F",301797544,27L,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458592,Renoir 2 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP00 20I,301799859,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477509487,Renoir 2 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP00 20I,301799859,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458593,Renoir 2 Gang White Decorator/Rocker Plastic Standard Wall Plate  1 Pack  AWP00 20W,301799860,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477509555,Renoir 2 Gang White Decorator/Rocker Plastic Standard Wall Plate  1 Pack  AWP00 20W,301799860,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477510056,Renoir 1 Gang White Despard Plastic Standard Wall Plate  1 Pack  AWP0F 20W,301799861,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458594,Renoir 1 Gang White Despard Plastic Standard Wall Plate  1 Pack  AWP0F 20W,301799861,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458595,Renoir 1 Gang Light Almond Despard Plastic Standard Wall Plate  1 Pack  AWP0F 1T,301799863,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477509708,Renoir 1 Gang Light Almond Despard Plastic Standard Wall Plate  1 Pack  AWP0F 1T,301799863,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458596,Renoir 1 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP0F 20I,301799864,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477510407,Renoir 1 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP0F 20I,301799864,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477509692,Renoir 1 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP0F 1I,301799866,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458598,Renoir 1 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP0F 1I,301799866,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477509807,Renoir 1 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP0F 10I,301799867,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458599,Renoir 1 Gang Ivory Despard Plastic Standard Wall Plate  1 Pack  AWP0F 10I,301799867,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002458600,Renoir 1 Gang White Despard Plastic Standard Wall Plate  1 Pack  AWP0F 10W,301799868,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477509845,Renoir 1 Gang White Despard Plastic Standard Wall Plate  1 Pack  AWP0F 10W,301799868,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002461126,"REB  Recessed Entertainment Box  Includes High Profile Cover, White 47617 RBH",301809316,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477307045,"REB  Recessed Entertainment Box  Includes High Profile Cover, White 47617 RBH",301809316,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-004-PLUGS/CONNECTORS,078477427248,"20 Amp Right Angle Wiring Module for Lev Lok Receptacles, Lev Lok Modular Device, White MSTWL A",301809317,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-004-PLUGS/CONNECTORS,-1002461127,"20 Amp Right Angle Wiring Module for Lev Lok Receptacles, Lev Lok Modular Device, White MSTWL A",301809317,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477839409,1 Gang White 1.406 in. Single Outlet/Receptacle Nylon Standard Sectional Center Panel Wall Plate  1 Pack  PSC7 W,301809605,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002461145,1 Gang White 1.406 in. Single Outlet/Receptacle Nylon Standard Sectional Center Panel Wall Plate  1 Pack  PSC7 W,301809605,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),078477839300,1 Gang White 1.406 in. Single Outlet/Receptacle Nylon Standard Sectional End Panel Wall Plate  1 Pack  PSE7 W,301810590,27E,Online only,Ecomm Only,CHUB_OMS,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-006-WALL PLATES (COMMODITY),-1002461272,1 Gang White 1.406 in. Single Outlet/Receptacle Nylon Standard Sectional End Panel Wall Plate  1 Pack  PSE7 W,301810590,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489623,"1 Gang Blank Coverplate for Temporary Power Portable Outlet Box, Black 3054 E",301939502,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409008,"1 Gang Blank Coverplate for Temporary Power Portable Outlet Box, Black 3054 E",301939502,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409794,"2 Gang Weather Resistant with Flip Lip for Duplex Receptacle Coverplate for Temporary Power Portable Outlet Box, Yellow",301939503,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489624,"2 Gang Weather Resistant with Flip Lip for Duplex Receptacle Coverplate for Temporary Power Portable Outlet Box, Yellow",301939503,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489625,"1 Gang Weather Resistant with Flip Lip for GFCI Receptacle Coverplate for Temporary Power Portable Outlet Box, Black",301939504,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409367,"1 Gang Weather Resistant with Flip Lip for GFCI Receptacle Coverplate for Temporary Power Portable Outlet Box, Black",301939504,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409350,"1 Gang Weather Resistant with Flip Lip for GFCI Receptacle Coverplate for Temporary Power Portable Outlet Box, Yellow",301939505,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489626,"1 Gang Weather Resistant with Flip Lip for GFCI Receptacle Coverplate for Temporary Power Portable Outlet Box, Yellow",301939505,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409329,"1 Gang Weather Resistant with Flip Lip for Duplex Receptacle Coverplate for Temporary Power Portable Outlet Box, Yellow",301939506,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489627,"1 Gang Weather Resistant with Flip Lip for Duplex Receptacle Coverplate for Temporary Power Portable Outlet Box, Yellow",301939506,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489628,"1 Gang Weather Resistant with Flip Lid for Single Receptacle Coverplate for Temporary Power Portable Outlet Box, Black",301939507,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409442,"1 Gang Weather Resistant with Flip Lid for Single Receptacle Coverplate for Temporary Power Portable Outlet Box, Black",301939507,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489629,"1 Gang Blank Coverplate for Temporary Power Portable Outlet Box, Yellow 3054 Y",301939508,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477408995,"1 Gang Blank Coverplate for Temporary Power Portable Outlet Box, Yellow 3054 Y",301939508,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409503,"2 Gang Blank Coverplate for Temporary Power Portable Outlet Box, Yellow 3265 Y",301939509,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489630,"2 Gang Blank Coverplate for Temporary Power Portable Outlet Box, Yellow 3265 Y",301939509,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,-1002489631,"1 Gang Weather Resistant with Flip Lip for Duplex Receptacle Coverplate for Temporary Power Portable Outlet Box, Black",301939510,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-002-PVC BOX/COVERS/ACCESS,078477409336,"1 Gang Weather Resistant with Flip Lip for Duplex Receptacle Coverplate for Temporary Power Portable Outlet Box, Black",301939510,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477673935,"Decora/GFCI 1 Gang Extra Heavy Duty Raintight While In Use Device Mount Vertical Cover with Lid, Gray 5980 UGY",301940680,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489809,"Decora/GFCI 1 Gang Extra Heavy Duty Raintight While In Use Device Mount Vertical Cover with Lid, Gray 5980 UGY",301940680,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477674284,"Decora/GFCI 1 Gang Extra Heavy Duty Raintight While In Use Device Mount Horizontal Cover with Lid, Gray 5981 UGY",301940682,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489811,"Decora/GFCI 1 Gang Extra Heavy Duty Raintight While In Use Device Mount Horizontal Cover with Lid, Gray 5981 UGY",301940682,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489813,"1 Gang Extra Deep Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Black 3099 2E",301940684,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477408896,"1 Gang Extra Deep Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Black 3099 2E",301940684,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477083512,"FD Box 2 KO Openings 1/2 in. for Straight/Locking Outlet, Yellow 452CR",301940685,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489814,"FD Box 2 KO Openings 1/2 in. for Straight/Locking Outlet, Yellow 452CR",301940685,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489815,"Wetguard Outlet Blank Plate and Gasket, Yellow WP459",301940686,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477073421,"Wetguard Outlet Blank Plate and Gasket, Yellow WP459",301940686,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477200599,"1 Gang Weather Resistant Single Receptacle Device Mount Wallplate with Vertical Self Closing Lid, Gray 4979 GY",301940687,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489816,"1 Gang Weather Resistant Single Receptacle Device Mount Wallplate with Vertical Self Closing Lid, Gray 4979 GY",301940687,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477415160,"1 Gang Extra Deep Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Black 3099 1E",301940688,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489817,"1 Gang Extra Deep Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Black 3099 1E",301940688,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477415153,"1 Gang Extra Deep Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Yellow 3099 1Y",301940690,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489819,"1 Gang Extra Deep Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Yellow 3099 1Y",301940690,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477408865,"1 Gang Standard Depth Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Black 3059 2E",301940692,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489821,"1 Gang Standard Depth Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Black 3059 2E",301940692,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489825,"1 Gang Standard Depth Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Black 3059 1E",301940696,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477415146,"1 Gang Standard Depth Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Black 3059 1E",301940696,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477408889,"1 Gang Extra Deep Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Yellow 3099 2Y",301940697,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489826,"1 Gang Extra Deep Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Yellow 3099 2Y",301940697,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489827,"1 Gang Weather Proof Cover with Metal Flat Lid, Gray WM1H GY",301940698,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477750186,"1 Gang Weather Proof Cover with Metal Flat Lid, Gray WM1H GY",301940698,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489828,"1 Gang Standard Depth Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Yellow 3059 1Y",301940699,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477415139,"1 Gang Standard Depth Pendant Style Cable Dia 0.230 in.   0.546 in. Portable Outlet Box, Yellow 3059 1Y",301940699,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489829,"2 Gang Standard Depth Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Yellow 3200 2Y",301940700,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477408902,"2 Gang Standard Depth Pendant Style Cable Dia 0.590 in.   1.000 in. Portable Outlet Box, Yellow 3200 2Y",301940700,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477750391,"2 Gang Weather Proof Cover with Metal Flat Lid for Decora, GFCI, Duplex or Single Outlet Horizontal Mount, Gray",301940701,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489830,"2 Gang Weather Proof Cover with Metal Flat Lid for Decora, GFCI, Duplex or Single Outlet Horizontal Mount, Gray",301940701,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477822586,"1 Gang Weather Resistant FS Mount Cover Plate with Vertical Self Closing Lid for 2.15 in. Dia 50 Amp Outlet, Aluminum",301940703,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489832,"1 Gang Weather Resistant FS Mount Cover Plate with Vertical Self Closing Lid for 2.15 in. Dia 50 Amp Outlet, Aluminum",301940703,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489837,"1 Gang 2.15 in. Dia Weather Resistant Thermoplastic Glass Filled FS Box Mount Cover Plate with Vertical Lid, Yellow",301940708,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477804667,"1 Gang 2.15 in. Dia Weather Resistant Thermoplastic Glass Filled FS Box Mount Cover Plate with Vertical Lid, Yellow",301940708,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,078477073018,"1 Gang Wetguard Corrosion Resistant Locking Flip Lid for 30 Amp Outlet , Yellow 60W05",301940712,27E,Online only,Ecomm Only,CHUB_OMS,2
027-006-CONDUIT/BOXES/FITTINGS,27E-ELECTRICAL,027-006-010-WEATHERPROOF,-1002489841,"1 Gang Wetguard Corrosion Resistant Locking Flip Lid for 30 Amp Outlet , Yellow 60W05",301940712,27E,Online only,Ecomm Only,CHUB_OMS,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-016-CONNECTORS & SPLITTERS,-1002492002,"QuickPort RCA Gold Plated Connector Green Stripe, White 40830 BWV",301953767,27L,Online only,Ecomm Only,CHUB_OMS,2
